name,slug,address,source,siret,phone,email,website,google_maps_url,google_rating,google_review_count,gbp_link,opening_hours,network_affiliation,agents_names,has_blog,site_quality,is_mobile_friendly,gbp_photo_count,gbp_last_photo_date,gbp_has_posts,gbp_category,screenshot_path,enrichment_status
Conseil et Capital,conseil-et-capital-00015,20-22 20 RUE DE RUNGIS 75013 PARIS,sirene,85210708500015,,,,,,,,,indépendant,,,,,,,,,,scraped
Valerie Duriez,valerie-duriez-00017,3 RUE PONSCARME 75013 PARIS,sirene,91833175200017,,,,,,,,,indépendant,,,,,,,,,,scraped
Hmc Consulting,hmc-consulting-00017,149 RUE LEON-MAURICE NORDMANN 75013 PARIS,sirene,90842040900017,,,,,,,,,indépendant,,,,,,,,,,scraped
Sasu-alof,sasu-alof-00012,23 BOULEVARD DE PORT-ROYAL 75013 PARIS,sirene,90295929500012,,,,,,,,,indépendant,,,,,,,,,,scraped
Nicolas Callegari,nicolas-callegari-00010,77 RUE DUNOIS 75013 PARIS,sirene,82208807600010,,,,,,,,,indépendant,,,,,,,,,,scraped
Maria Cavallo,maria-cavallo-00022,5 RUE DU CHEVALERET 75013 PARIS,sirene,84025892500022,,,,,,,,,indépendant,,,,,,,,,,scraped
Ifc Patrimoine,ifc-patrimoine-00011,7 QUAI FRANCOIS MAURIAC 75013 PARIS,sirene,84357543200011,,,,,,,,,indépendant,,,,,,,,,,scraped
Noell Adonis Gabou Kilolo,noell-adonis-gabou-kilolo-00017,25 RUE BOBILLOT 75013 PARIS,sirene,84377580000017,,,,,,,,,indépendant,,,,,,,,,,scraped
Bail Kourgane,bail-kourgane-00013,17 AVENUE D'ITALIE 75013 PARIS,sirene,92199875300013,,,,,,,,,indépendant,,,,,,,,,,scraped
Fredelion Immobilier,fredelion-immobilier-00014,229 RUE DE TOLBIAC 75013 PARIS,"sirene,google_maps",92254365700014,"
01 83 64 12 13",,https://fredelion-paris13.enligne.immo/fr,https://www.google.com/maps/place/Agence+immobili%C3%A8re+FREDeLION+%E2%80%93+Paris+13+Buttes+aux+Cailles/data=!4m7!3m6!1s0x47e671fb90b563cf:0x82f6a27fc6c1f3a6!8m2!3d48.8258294!4d2.3449772!16s%2Fg%2F11trcydbsy!19sChIJz2O1kPtx5kcRpvPBxn-i9oI?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""30""}",indépendant,,,,,,,,,,scraped
Lpi,lpi-00016,38 RUE DUNOIS 75013 PARIS,sirene,92534124000016,,,,,,,,,indépendant,,,,,,,,,,scraped
Chantal Hugues (hugues),chantal-hugues-hugues-00013,51 RUE DU MOULIN DE LA POINTE 75013 PARIS,sirene,93122763100013,,,,,,,,,indépendant,,,,,,,,,,scraped
Mja Invest,mja-invest-00018,189 AVENUE DE CHOISY 75013 PARIS,sirene,95116331000018,,,,,,,,,indépendant,,,,,,,,,,scraped
Immobilier Paris 13,immobilier-paris-13-00014,14 VILLA D'ESTE 75013 PARIS,sirene,83045390800014,,,,,,,,,indépendant,,,,,,,,,,scraped
Arago Conseil,arago-conseil-00013,32 BOULEVARD ARAGO 75013 PARIS,sirene,98539474100013,,,,,,,,,indépendant,,,,,,,,,,scraped
Viktoria Ilic,viktoria-ilic-00016,CHEZ MONSIEUR ADRIEN PIRES 61 RUE PASCAL 75013 PARIS,sirene,93483863200016,,,,,,,,,indépendant,,,,,,,,,,scraped
Gold'n Patrimoine,gold-n-patrimoine-00012,47 RUE DU CHATEAU DES RENTIERS 75013 PARIS,sirene,93824416700012,,,,,,,,,indépendant,,,,,,,,,,scraped
Devcom.immo,devcom-immo-00015,92 A RUE DE LA COLONIE 75013 PARIS,sirene,93999647600015,,,,,,,,,indépendant,,,,,,,,,,scraped
Arkadia,arkadia-00010,183 RUE DE TOLBIAC 75013 PARIS,sirene,94464238800010,,,,,,,,,indépendant,,,,,,,,,,scraped
Anthony Ira,anthony-ira-00014,27 RUE CHARLES FOURIER 75013 PARIS,sirene,97769800000014,,,,,,,,,indépendant,,,,,,,,,,scraped
Guy Hoquet L'immobilier,guy-hoquet-l-immobilier-00012,93 AVENUE D'IVRY 75013 PARIS,"sirene,google_maps",97809161900012,"
09 86 62 00 86",,https://paris-13-maisonblanche.guy-hoquet.com/,https://www.google.com/maps/place/Agence+immobili%C3%A8re+GUY+HOQUET+Paris+13+-+MAISON+BLANCHE/data=!4m7!3m6!1s0x47e671b73de8d54b:0x753ca2e0f35a6de0!8m2!3d48.8248968!4d2.3623094!16s%2Fg%2F11vkl8vm4j!19sChIJS9XoPbdx5kcR4G1a8-CiPHU?authuser=0&hl=fr&rclk=1,,,,"{""Fermé · Ouvre à 10"": ""00 mar.""}",Guy Hoquet,,,,,,,,,,scraped
Alan Colondon (colondon),alan-colondon-colondon-00014,166 RUE JEANNE D'ARC 75013 PARIS,sirene,97968492500014,,,,,,,,,indépendant,,,,,,,,,,scraped
Victoire Immobilier,victoire-immobilier-00029,15 RUE VERGNIAUD 75013 PARIS,sirene,98374589400029,,,,,,,,,indépendant,,,,,,,,,,scraped
Luana Parache,luana-parache-00019,18 RUE DES GOBELINS 75013 PARIS,sirene,99047740800019,,,,,,,,,indépendant,,,,,,,,,,scraped
Antoine Lagaillard (lagaillard),antoine-lagaillard-lagaillard-00014,46 RUE JEANNE D'ARC 75013 PARIS,sirene,99311131900014,,,,,,,,,indépendant,,,,,,,,,,scraped
Gerald Vidal,gerald-vidal-00021,E3 83 RUE DE L'AMIRAL MOUCHEZ 75013 PARIS,sirene,53112088900021,,,,,,,,,indépendant,,,,,,,,,,scraped
Les Nomades Bleus,les-nomades-bleus-00014,9 RUE BAUDOIN 75013 PARIS,sirene,82509474100014,,,,,,,,,indépendant,,,,,,,,,,scraped
Etudes et Gestion Mirabeau - S.e.g.m.,etudes-et-gestion-mirabeau-s-e-g-m-00054,96 AVENUE D'ITALIE 75013 PARIS,"sirene,google_maps",45052822900054,"
01 45 80 58 80",,http://www.dolmen.immo/,https://www.google.com/maps/place/Dolmen+Gestion/data=!4m7!3m6!1s0x47e671ee66f3aaab:0x7c51c9808d73f0eb!8m2!3d48.8254154!4d2.3571419!16s%2Fg%2F11c586lnpq!19sChIJq6rzZu5x5kcR6_BzjYDJUXw?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 18"": ""00""}",indépendant,,,,,,,,,,scraped
S.e.t.,s-e-t-00021,19 AVENUE D'ITALIE 75013 PARIS,sirene,45066567400021,,,,,,,,,indépendant,,,,,,,,,,scraped
"3,2,1 International",3-2-1-international-00054,17 BOULEVARD SAINT-MARCEL 75013 PARIS,sirene,43403925100054,,,,,,,,,indépendant,,,,,,,,,,scraped
Conseil Rive Gauche,conseil-rive-gauche-00031,38 RUE DES CINQ DIAMANTS 75013 PARIS,"sirene,google_maps",48009895300031,"
01 43 31 53 68",,http://www.conseilrivegauche.com/,https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+13+-+Conseil+Rive+Gauche/data=!4m7!3m6!1s0x47e6718db92342f1:0x4e7fbba484b4afc9!8m2!3d48.8284722!4d2.3502558!16s%2Fg%2F1tf7x0ld!19sChIJ8UIjuY1x5kcRya-0hKS7f04?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 20"": ""30""}",indépendant,,,,,,,,,,scraped
Aristone Conseil,aristone-conseil-00019,99 AVENUE D'ITALIE 75013 PARIS,sirene,49445179200019,,,,,,,,,indépendant,,,,,,,,,,scraped
Sarl Carlax Limited,sarl-carlax-limited-00054,37 RUE NATIONALE 75013 PARIS,sirene,49490198600054,,,,,,,,,indépendant,,,,,,,,,,scraped
Dimmova,dimmova-00018,201 RUE DE TOLBIAC 75013 PARIS,sirene,48252319800018,,,,,,,,,indépendant,,,,,,,,,,scraped
Diwann,diwann-00012,10 RUE DES CORDELIERES 75013 PARIS,sirene,48351170500012,,,,,,,,,indépendant,,,,,,,,,,scraped
Elsa,elsa-00019,41 AVENUE DES GOBELINS 75013 PARIS,sirene,38033131400019,,,,,,,,,indépendant,,,,,,,,,,scraped
Snc Pierres et Harmonie X,snc-pierres-et-harmonie-x-00038,60 RUE DU DESSOUS DES BERGES 75013 PARIS,sirene,38057103400038,,,,,,,,,indépendant,,,,,,,,,,scraped
Fonciere Italie,fonciere-italie-00010,150 AVENUE D'ITALIE 75013 PARIS,"sirene,google_maps",35199162500010,"
01 45 88 10 10",,http://www.ervic.fr/,https://www.google.com/maps/place/Fonci%C3%A8re+Italie/data=!4m7!3m6!1s0x47e6718425d8da1d:0x12a30f0bb12b2dde!8m2!3d48.8225476!4d2.3581172!16s%2Fg%2F1tdr7hmh!19sChIJHdrYJYRx5kcR3i0rsQsPoxI?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 18"": ""00""}",indépendant,,,,,,,,,,scraped
France-immo-invest(f3m),france-immo-invest-f3m-00030,6 RUE VULPIAN 75013 PARIS,sirene,35276659600030,,,,,,,,,indépendant,,,,,,,,,,scraped
Actua Immobilier,actua-immobilier-00048,26 RUE DE LA BUTTE AUX CAILLES 75013 PARIS,sirene,37818156400048,,,,,,,,,indépendant,,,,,,,,,,scraped
Societe Immobiliere Montjoie (sim),societe-immobiliere-montjoie-sim-00017,91 QUAI PANHARD ET LEVASSOR 75013 PARIS,sirene,37862979400017,,,,,,,,,indépendant,,,,,,,,,,scraped
Transaxio Hotel (cie),transaxio-hotel-cie-00060,IMMEUBLE HORIZONS SUD 11 RUE BRILLAT-SAVARIN 75013 PARIS,sirene,37913438000060,,,,,,,,,indépendant,,,,,,,,,,scraped
Creadifop,creadifop-00030,38 RUE DUNOIS 75013 PARIS,sirene,33880720900030,,,,,,,,,indépendant,,,,,,,,,,scraped
Alain Chanut,alain-chanut-00020,19 RUE ALPHAND 75013 PARIS,sirene,34461133000020,,,,,,,,,indépendant,,,,,,,,,,scraped
Sci 6 Rue Bourgon,sci-6-rue-bourgon-00010,6 RUE BOURGON 75013 PARIS,sirene,34478887200010,,,,,,,,,indépendant,,,,,,,,,,scraped
Sci du Boulevard Blanqui,sci-du-boulevard-blanqui-00015,127 BOULEVARD AUGUSTE BLANQUI 75013 PARIS,sirene,34519197700015,,,,,,,,,indépendant,,,,,,,,,,scraped
Jossy Dunois Ii,jossy-dunois-ii-00014,74 RUE DUNOIS 75013 PARIS,sirene,32004934900014,,,,,,,,,indépendant,,,,,,,,,,scraped
Opi,opi-00069,7 PRO GERMAINE SABLON 75013 PARIS 13,sirene,33029680700069,,,,,,,,,indépendant,,,,,,,,,,scraped
Uyen-hue Lam,uyen-hue-lam-00037,3 RUE MICHEL PETER 75013 PARIS,sirene,32418843200037,,,,,,,,,indépendant,,,,,,,,,,scraped
Transactions Gobelins Arago (tga),transactions-gobelins-arago-tga-00037,31 AVENUE DES GOBELINS 75013 PARIS,sirene,32617101400037,,,,,,,,,indépendant,,,,,,,,,,scraped
Assistance Service Immobilier Etude (asie),assistance-service-immobilier-etude-asie-00024,72 AVENUE DE CHOISY 75013 PARIS,sirene,32666171700024,,,,,,,,,indépendant,,,,,,,,,,scraped
Immo sur,immo-sur-00015,9 PLACE D'ITALIE 75013 PARIS,"sirene,google_maps",41065731600015,"
01 45 82 18 18",,http://www.biensur-immo.com/,https://www.google.com/maps/place/Bien+Sur+Immobilier/data=!4m7!3m6!1s0x47e6718c33ffe103:0xe804f4d3168f3dac!8m2!3d48.8316481!4d2.3568815!16s%2Fg%2F1tt8bl34!19sChIJA-H_M4xx5kcRrD2PFtP0BOg?authuser=0&hl=fr&rclk=1,,,,"{""Ouvre bientôt · 14"": ""00""}",indépendant,,,,,,,,,,scraped
Tga les Gobelins,tga-les-gobelins-00017,39 AVENUE DES GOBELINS 75013 PARIS,"sirene,google_maps",80975557200017,"
01 44 08 61 21",,https://agencedesgobelins.fr/,https://www.google.com/maps/place/L%27+Agence+des+Gobelins+-+Agence+Immobili%C3%A8re/data=!4m7!3m6!1s0x47e67192b3a7ddf1:0x43cda59bf169606c!8m2!3d48.83565!4d2.3529748!16s%2Fg%2F11bwf7_vc5!19sChIJ8d2ns5Jx5kcRbGBp8ZulzUM?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Agence V.i,agence-v-i-00024,15 BOULEVARD SAINT-MARCEL 75013 PARIS,sirene,84035185200024,,,,,,,,,indépendant,,,,,,,,,,scraped
Hyperion 42,hyperion-42-00011,38 RUE DUNOIS 75013 PARIS,sirene,84035559800011,,,,,,,,,indépendant,,,,,,,,,,scraped
Impact Gestion,impact-gestion-00011,6 RUE BOBILLOT 75013 PARIS,sirene,83354418200011,,,,,,,,,indépendant,,,,,,,,,,scraped
Mbh Consulting,mbh-consulting-00027,26 RUE ALPHAND 75013 PARIS,sirene,82110647300027,,,,,,,,,indépendant,,,,,,,,,,scraped
Jean de Teyssiere,jean-de-teyssiere-00035,39 BOULEVARD ARAGO 75013 PARIS,sirene,82877628600035,,,,,,,,,indépendant,,,,,,,,,,scraped
Erdim,erdim-00024,TOUR RUBIS 36 AVENUE D'ITALIE 75013 PARIS,sirene,81138257100024,,,,,,,,,indépendant,,,,,,,,,,scraped
Mcchc et Associes,mcchc-et-associes-00011,89 RUE BOBILLOT 75013 PARIS,sirene,85242608900011,,,,,,,,,indépendant,,,,,,,,,,scraped
Guina Vaz Mendes (vaz Mendes Da Silva),guina-vaz-mendes-vaz-mendes-da-silva-00017,PORTE143 2 RUE DUCHEFDELAVILLE 75013 PARIS,sirene,85271278500017,,,,,,,,,indépendant,,,,,,,,,,scraped
Gab-immo,gab-immo-00035,71 RUE DU CHATEAU DES RENTIERS 75013 PARIS,sirene,85320175400035,,,,,,,,,indépendant,,,,,,,,,,scraped
Fonciere Financiere Directe,fonciere-financiere-directe-00014,7 RUE DU DOCTEUR CHARLES RICHET 75013 PARIS,sirene,83825431600014,,,,,,,,,indépendant,,,,,,,,,,scraped
Est-ouest Immobilier,est-ouest-immobilier-00017,47 RUE BOBILLOT 75013 PARIS,sirene,83208242400017,,,,,,,,,indépendant,,,,,,,,,,scraped
Fabien Spagnolo,fabien-spagnolo-00010,67 AVENUE DES GOBELINS 75013 PARIS,sirene,84880210400010,,,,,,,,,indépendant,,,,,,,,,,scraped
Capital Immobilier (capimmo),capital-immobilier-capimmo-00021,125 BOULEVARD MASSENA 75013 PARIS,"sirene,google_maps",84265550800021,"
01 43 44 07 26",,https://www.capital-immobilier.fr/fr,https://www.google.com/maps/place/Capital+Immobilier+Paris+13%C3%A8me+%2F+Ivry+Sur+Seine/data=!4m7!3m6!1s0x47e671c4fc99fe65:0xb1051c3926f98ad!8m2!3d48.8190553!4d2.3623498!16s%2Fg%2F11fk18srgx!19sChIJZf6Z_MRx5kcRrZhvksNREAs?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Marsia,marsia-00015,178 RUE DE TOLBIAC 75013 PARIS,"sirene,google_maps",84357354400015,"
06 50 78 16 29",,http://www.marsia.fr/,https://www.google.com/maps/place/MARSIA/data=!4m7!3m6!1s0xa9b2758ec338c07d:0x907889e27fb9ec8f!8m2!3d48.826002!4d2.351412!16s%2Fg%2F11rnbzyn77!19sChIJfcA4w451sqkRj-y5f-KJeJA?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 20"": ""00""}",indépendant,,,,,,,,,,scraped
Topaz Immobilier,topaz-immobilier-00019,30 RUE NATIONALE 75013 PARIS,sirene,80466007400019,,,,,,,,,indépendant,,,,,,,,,,scraped
Darya Romanova,darya-romanova-00035,4 RUE DU DOCTEUR TUFFIER 75013 PARIS,sirene,79759178100035,,,,,,,,,indépendant,,,,,,,,,,scraped
Sci Barrault Gabart,sci-barrault-gabart-00017,49 RUE BARRAULT 75013 PARIS,sirene,34894459600017,,,,,,,,,indépendant,,,,,,,,,,scraped
Asie France Immobilier (afi),asie-france-immobilier-afi-00019,61 AVENUE DE CHOISY 75013 PARIS,sirene,38895188100019,,,,,,,,,indépendant,,,,,,,,,,scraped
Eric Somchit,eric-somchit-00044,16 RUE DU PERE GUERIN 75013 PARIS,sirene,40038209900044,,,,,,,,,indépendant,,,,,,,,,,scraped
Century 21 Olympiades,century-21-olympiades-00033,72 RUE DE TOLBIAC 75013 PARIS,sirene,42280758600033,,,,,,,,,Century 21,,,,,,,,,,scraped
Arlette Benhamou (bei),arlette-benhamou-bei-00020,121 AVENUE D'ITALIE 75013 PARIS,sirene,42413365000020,,,,,,,,,indépendant,,,,,,,,,,scraped
A Biens,a-biens-00014,32 AVENUE DE LA PORTE DE CHOISY 75013 PARIS,sirene,41309794000014,,,,,,,,,indépendant,,,,,,,,,,scraped
Hugues Dorby,hugues-dorby-00014,6 AVENUE BOUTROUX 75013 PARIS,sirene,41089099000014,,,,,,,,,indépendant,,,,,,,,,,scraped
Immoternes,immoternes-00012,175 RUE DU CHEVALERET 75013 PARIS,sirene,41177185000012,,,,,,,,,indépendant,,,,,,,,,,scraped
Bernadette Kind,bernadette-kind-00017,14 RUE DU MOULINET 75013 PARIS,sirene,40494298900017,,,,,,,,,indépendant,,,,,,,,,,scraped
Sci Guenegaud,sci-guenegaud-00020,85 BOULEVARD DE PORT-ROYAL 75013 PARIS,sirene,43935581900020,,,,,,,,,indépendant,,,,,,,,,,scraped
Jlhp Immobilier,jlhp-immobilier-00021,40 AVENUE D'ITALIE 75013 PARIS,sirene,40865204800021,,,,,,,,,indépendant,,,,,,,,,,scraped
Fructifiæ,fructifi-00018,43 RUE BOBILLOT 75013 PARIS,sirene,97751828100018,,,,,,,,,indépendant,,,,,,,,,,scraped
Bergam,bergam-00013,66 AVENUE DES GOBELINS 75013 PARIS,sirene,94491197300013,,,,,,,,,indépendant,,,,,,,,,,scraped
Immo In Paris,immo-in-paris-00017,BUREAU RIMINI 6 AVENUE DE CHOISY 75013 PARIS,sirene,95113511000017,,,,,,,,,indépendant,,,,,,,,,,scraped
Immo West Cap (i.w.c.),immo-west-cap-i-w-c-00015,20 RUE LE BRUN 75013 PARIS,sirene,95156062200015,,,,,,,,,indépendant,,,,,,,,,,scraped
Element Declencheur,element-declencheur-00012,3 RUE DES FRIGOS 75013 PARIS,sirene,93762418700012,,,,,,,,,indépendant,,,,,,,,,,scraped
Shirele Cohen,shirele-cohen-00012,15 RUE ABEL GANCE 75013 PARIS,sirene,93204141100012,,,,,,,,,indépendant,,,,,,,,,,scraped
R&s Consulting,r-s-consulting-00018,39 AVENUE DES GOBELINS 75013 PARIS,sirene,89539560600018,,,,,,,,,indépendant,,,,,,,,,,scraped
Chunling Fu,chunling-fu-00012,7 BOULEVARD AUGUSTE BLANQUI 75013 PARIS,sirene,89754010000012,,,,,,,,,indépendant,,,,,,,,,,scraped
Milo Corp,milo-corp-00029,16 RUE DE LA GLACIERE 75013 PARIS,sirene,88975516100029,,,,,,,,,indépendant,,,,,,,,,,scraped
Sci Diep Dan,sci-diep-dan-00012,89 BOULEVARD AUGUSTE BLANQUI 75013 PARIS,sirene,90854211100012,,,,,,,,,indépendant,,,,,,,,,,scraped
Butte Aux Cailles Immobilier,butte-aux-cailles-immobilier-00011,2 RUE DE LA BUTTE AUX CAILLES 75013 PARIS,"sirene,google_maps",89201519900011,"
01 89 16 14 90",,http://www.butteauxcaillesimmobilier.fr/,https://www.google.com/maps/place/BUTTE+AUX+CAILLES+IMMOBILIER/data=!4m7!3m6!1s0x47e671f877594a03:0xb3a7bc211a35166!8m2!3d48.8282062!4d2.3524402!16s%2Fg%2F11q1n66bds!19sChIJA0pZd_hx5kcRZlGjEcJ7Ogs?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Trois Ians Immobilier,trois-ians-immobilier-00012,10 VILLA D'ESTE 75013 PARIS,sirene,92098091900012,,,,,,,,,indépendant,,,,,,,,,,scraped
E.t.a. Immobilier,e-t-a-immobilier-00010,APPT 1215 20 AVENUE D'IVRY 75013 PARIS,sirene,90976746900010,,,,,,,,,indépendant,,,,,,,,,,scraped
Nms Consulting,nms-consulting-00011,92 RUE DU DESSOUS DES BERGES 75013 PARIS,sirene,91427452700011,,,,,,,,,indépendant,,,,,,,,,,scraped
Xiiie Tolbiac,xiiie-tolbiac-00018,199 RUE DE TOLBIAC 75013 PARIS,"sirene,google_maps",90884543100018,"
01 43 29 30 00",donneespersonnelles@laforet.com,https://www.laforet.com/agence-immobiliere/paris13-tolbiac,https://www.google.com/maps/place/Agence+immobili%C3%A8re+Lafor%C3%AAt+Paris+13+Tolbiac/data=!4m7!3m6!1s0x47e67185d79db693:0xc17652f3c9810d42!8m2!3d48.8256401!4d2.3494551!16s%2Fg%2F11sy1hv0p7!19sChIJk7ad14Vx5kcRQg2ByfNSdsE?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,True,modern,True,,,,,screenshots\agence-immobiliere-laforet-paris-13-tolbiac.png,scraped
Laforet Immobilier,laforet-immobilier-00015,10 RUE JEANNE D'ARC 75013 PARIS,sirene,93886342000015,,,,,,,,,Laforêt,,,,,,,,,,scraped
Taha Andalous Ouartassi,taha-andalous-ouartassi-00036,CHEZ LAKHNIGUE ET MOUSTAQUIME 7 RUE TOUSSAINT-FERON 75013 PARIS,sirene,92768108000036,,,,,,,,,indépendant,,,,,,,,,,scraped
Gael Brossaud Immobilier,gael-brossaud-immobilier-00021,198 RUE DE TOLBIAC 75013 PARIS,sirene,92790113200021,,,,,,,,,indépendant,,,,,,,,,,scraped
Cabinet Joseph Serre,cabinet-joseph-serre-00012,20 RUE DU DOCTEUR LUCAS-CHAMPIONNIERE 75013 PARIS,sirene,75237531100012,,,,,,,,,indépendant,,,,,,,,,,scraped
Karmaly 218,karmaly-218-00013,APP. N218 RES. ANTOINE ET CLEOPATRE 17 AVENUE D'ITALIE 75013 PARIS,sirene,75159879800013,,,,,,,,,indépendant,,,,,,,,,,scraped
Guillaume Marchisseau,guillaume-marchisseau-00014,8 RUE BELLIER-DEDOUVRE 75013 PARIS,sirene,53077510500014,,,,,,,,,indépendant,,,,,,,,,,scraped
Danka Yvon (tripunovic),danka-yvon-tripunovic-00017,15 RUE DU DESSOUS DES BERGES 75013 PARIS,sirene,79854925900017,,,,,,,,,indépendant,,,,,,,,,,scraped
Francois Blineau,francois-blineau-00014,75 BOULEVARD VINCENT AURIOL 75013 PARIS,sirene,79997931500014,,,,,,,,,indépendant,,,,,,,,,,scraped
Francois Blandin,francois-blandin-00025,HALL 1 26 RUE REGNAULT 75013 PARIS,sirene,80275343400025,,,,,,,,,indépendant,,,,,,,,,,scraped
Pastourelle Conseil,pastourelle-conseil-00038,4 SQUARE DE PORT-ROYAL 75013 PARIS,sirene,79075982300038,,,,,,,,,indépendant,,,,,,,,,,scraped
Azur Immobiler,azur-immobiler-00011,33 AVENUE D'ITALIE 75013 PARIS,sirene,82254944000011,,,,,,,,,indépendant,,,,,,,,,,scraped
Thomas Fontaine,thomas-fontaine-00014,13 RUE GANDON 75013 PARIS,sirene,82266595600014,,,,,,,,,indépendant,,,,,,,,,,scraped
Hugues Clain,hugues-clain-00015,23 RUE JEANNE CHAUVIN 75013 PARIS,sirene,82282695400015,,,,,,,,,indépendant,,,,,,,,,,scraped
Rbg + J,rbg-j-00024,1-3 1 RUE DE L'AMIRAL MOUCHEZ 75013 PARIS,sirene,82328310600024,,,,,,,,,indépendant,,,,,,,,,,scraped
Le Grand Reservoir Transactions,le-grand-reservoir-transactions-00011,148 RUE LEON-MAURICE NORDMANN 75013 PARIS,sirene,81916654700011,,,,,,,,,indépendant,,,,,,,,,,scraped
El-n Home,el-n-home-00014,10 RUE MARCEL DUCHAMP 75013 PARIS,sirene,50252725200014,,,,,,,,,indépendant,,,,,,,,,,scraped
Yvon Jokic,yvon-jokic-00019,15 RUE DU DESSOUS DES BERGES 75013 PARIS,sirene,51865904000019,,,,,,,,,indépendant,,,,,,,,,,scraped
Societe Tolbiac Immo,societe-tolbiac-immo-00018,51 RUE DE L'ESPERANCE 75013 PARIS,sirene,49909873900018,,,,,,,,,indépendant,,,,,,,,,,scraped
Sur Mesure,sur-mesure-00031,3 PLACE D'ITALIE 75013 PARIS,sirene,49375741300031,,,,,,,,,indépendant,,,,,,,,,,scraped
Seine et Marne Relocation Conseil (smrc),seine-et-marne-relocation-conseil-smrc-00015,19 AVENUE D'ITALIE 75013 PARIS,sirene,52238154000015,,,,,,,,,indépendant,,,,,,,,,,scraped
Yassine Nouraout,yassine-nouraout-00032,17 RUE EMILE DURKHEIM 75013 PARIS,sirene,50135858400032,,,,,,,,,indépendant,,,,,,,,,,scraped
Nadirabanou Kamoula,nadirabanou-kamoula-00013,TOUR HELSINKI 50 RUE DU DISQUE 75013 PARIS,sirene,50481654700013,,,,,,,,,indépendant,,,,,,,,,,scraped
In Situ Patrimoine,in-situ-patrimoine-00018,43 RUE BARRAULT 75013 PARIS,sirene,52910815100018,,,,,,,,,indépendant,,,,,,,,,,scraped
Frederic Boismal,frederic-boismal-00035,20 RUE OUDRY 75013 PARIS,sirene,51009173900035,,,,,,,,,indépendant,,,,,,,,,,scraped
Alexandre Henry de la Moynerie (bedigis),alexandre-henry-de-la-moynerie-bedigis-00019,14 RUE NATIONALE 75013 PARIS,sirene,85029974400019,,,,,,,,,indépendant,,,,,,,,,,scraped
Nathalie Large-odier (large),nathalie-large-odier-large-00018,18 RUE DE LA GLACIERE 75013 PARIS,sirene,98159640600018,,,,,,,,,indépendant,,,,,,,,,,scraped
Laforet Immobilier,laforet-immobilier-00012,7 BOULEVARD ARAGO 75013 PARIS,sirene,98461544300012,,,,,,,,,Laforêt,,,,,,,,,,scraped
Lancelot Bazin,lancelot-bazin-00019,43 BOULEVARD AUGUSTE BLANQUI 75013 PARIS,sirene,98787136500019,,,,,,,,,indépendant,,,,,,,,,,scraped
Svppb Invests,svppb-invests-00014,33 RUE DAMESME 75013 PARIS,sirene,99157071400014,,,,,,,,,indépendant,,,,,,,,,,scraped
Maison Blanche Immobilier,maison-blanche-immobilier-00011,37 RUE BOBILLOT 75013 PARIS,"sirene,google_maps",83233519400011,"
01 43 13 33 00",,,https://www.google.com/maps/place/Maison+Blanche+Immobilier/data=!4m7!3m6!1s0x47e6718e29655555:0x2ead28bf14f17e05!8m2!3d48.8288459!4d2.3535543!16s%2Fg%2F11hbppy75c!19sChIJVVVlKY5x5kcRBX7xFL8orS4?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Agence immobilière Laforêt Paris 13Eme,agence-immobiliere-laforet-paris-13eme,"
9 Bd Arago, 75013 Paris",google_maps,,"
01 40 09 72 51",donneespersonnelles@laforet.com,https://www.laforet.com/agence-immobiliere/paris13-arago?utm_source=google&utm_medium=mybusiness,https://www.google.com/maps/place/Agence+immobili%C3%A8re+Lafor%C3%AAt+Paris+13Eme/data=!4m7!3m6!1s0x47e671ecd1509a25:0x5b8ae36eb100b927!8m2!3d48.8362546!4d2.3508854!16s%2Fg%2F1x6q120_!19sChIJJZpQ0exx5kcRJ7kAsW7jils?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",Laforêt,"Julia FONTAINE, Gaultier FONTAINE, Emilie BODIC, Emilie GILLET, Paul BURET",True,modern,True,,,,,screenshots\agence-immobiliere-laforet-paris-13eme.png,screenshot_done
